Representative Name,Product,State,Sale Amount,Quarter
Alice McGuire,snake,New York,1987.94,Q2
Marc Bell,homeopathic remedy,California,1962.58,Q2
Isabelle Mills,beanie baby,Florida,2951.69,Q2
Rodney Day,watermelon,California,8156.66,Q2
Abbie Jenkins,beanie baby,New York,5392.38,Q2
Warren Warren,homeopathic remedy,Texas,7794.14,Q2
Sophia Stephens,401k,Texas,3575.16,Q2
Mary Townsend,homeopathic remedy,Massachusetts,886.49,Q2
Richard Luna,401k,Florida,67.53,Q2
Annie Perkins,snake,Texas,2443.95,Q2
Genevieve Thornton,beanie baby,Florida,1237.54,Q2
Myrtle Hodges,watermelon,Texas,2591.94,Q2
Nettie Copeland,homeopathic remedy,Florida,165.20,Q2
Sophia Stephens,homeopathic remedy,Florida,9391.49,Q2
Iva Holmes,401k,New York,2544.86,Q2
Abbie Jenkins,snake,Massachusetts,124.58,Q2
Ina Evans,401k,California,237.82,Q2
Virgie Walton,watermelon,Massachusetts,2734.58,Q2
Gilbert Horton,watermelon,Texas,21.25,Q2
Viola Watson,snake,Massachusetts,5.65,Q2
Rodney Day,401k,New York,1415.42,Q2
Sally Tucker,snake,California,274.72,Q2
James Green,snake,Massachusetts,125.79,Q2
Laura Morrison,snake,New York,694.86,Q2
Isabelle Mills,watermelon,California,453.88,Q2
Kenneth Hamilton,snake,Texas,3403.75,Q2
Irene Webster,401k,Texas,10.44,Q2
Gertrude Harrington,snake,California,5957.54,Q2
Birdie Simmons,snake,New York,6354.44,Q2
Shawn Martin,401k,Florida,9372.47,Q2
Annie Perkins,homeopathic remedy,California,1920.18,Q2
Georgie West,401k,New York,6769.49,Q2
Winnie Norman,homeopathic remedy,Massachusetts,609.55,Q2
Nelle Alexander,homeopathic remedy,California,1676.88,Q2
Jesus Hampton,401k,California,7419.18,Q2
Johnny Wagner,watermelon,New York,3931.00,Q2
Bruce Berry,401k,Massachusetts,234.82,Q2
Cordelia Washington,homeopathic remedy,New York,516.18,Q2
James Green,homeopathic remedy,California,40.92,Q2
Isabelle Mills,watermelon,Florida,4175.03,Q2
Ian Miller,watermelon,Florida,2411.42,Q2
Bruce Berry,beanie baby,Massachusetts,4028.98,Q2
Lottie Graham,watermelon,New York,834.37,Q2
Richard Logan,watermelon,Massachusetts,1390.90,Q2
Estelle Zimmerman,homeopathic remedy,New York,7838.34,Q2
Nelle Alexander,homeopathic remedy,Florida,1328.14,Q2
Henrietta Wood,401k,Florida,7337.50,Q2
Ina Evans,homeopathic remedy,Florida,943.41,Q2
Alejandro Castro,watermelon,Texas,2417.12,Q2
Marguerite Poole,beanie baby,Texas,7808.31,Q2
Ian Miller,401k,Florida,304.11,Q2
Johnny Wagner,homeopathic remedy,California,922.32,Q2
Isabella Santiago,snake,Massachusetts,4952.33,Q2
Elmer McLaughlin,watermelon,Massachusetts,171.13,Q2
Mae Summers,snake,Florida,8993.49,Q2
Alejandro Castro,homeopathic remedy,California,9822.56,Q2
Troy Ballard,beanie baby,New York,18.89,Q2
Jeff Jennings,homeopathic remedy,Texas,984.92,Q2
Isabella Santiago,watermelon,Massachusetts,1135.94,Q2
Henrietta Wood,homeopathic remedy,Florida,8737.65,Q2
Shawn Martin,401k,Texas,1117.27,Q2
Helen Kelly,watermelon,Florida,1468.22,Q2
Myrtle Hodges,snake,Texas,108.21,Q2
Angel Reese,401k,California,6599.59,Q2
Samuel Yates,401k,Florida,2789.11,Q2
Ricky Burgess,401k,Texas,1884.49,Q2
Jesus Hampton,401k,California,8076.75,Q2
Laura Morrison,snake,Texas,1016.92,Q2
Nora Gray,snake,Texas,8297.76,Q2
James Green,homeopathic remedy,Florida,7627.76,Q2
Nettie Copeland,beanie baby,California,5460.03,Q2
Estelle Zimmerman,homeopathic remedy,Texas,451.80,Q2
Georgie West,snake,New York,9520.35,Q2
Sally Tucker,homeopathic remedy,Florida,9445.65,Q2
Mae Summers,homeopathic remedy,Texas,7099.66,Q2
Angel Reese,watermelon,Texas,2229.75,Q2
Angel Reese,watermelon,Massachusetts,4601.28,Q2
Eva Carter,watermelon,Texas,424.82,Q2
Luis Gilbert,homeopathic remedy,Texas,9217.04,Q2
Gary Griffith,watermelon,California,2377.70,Q2
James Green,401k,California,6903.35,Q2
Sally Tucker,watermelon,Florida,437.46,Q2
Gary Griffith,401k,New York,2660.92,Q2
Eleanor Patrick,snake,California,7957.56,Q2
Jeanette Robertson,watermelon,Florida,6031.09,Q2
Isabella Santiago,snake,New York,8863.26,Q2
Eleanor Ford,beanie baby,Massachusetts,2461.75,Q2
Winnie Norman,beanie baby,Massachusetts,1192.43,Q2
Henrietta Wood,snake,Florida,8780.31,Q2
Antonio Walton,homeopathic remedy,California,962.92,Q2
Troy Ballard,watermelon,Florida,5009.78,Q2
Estelle Zimmerman,snake,Florida,7568.15,Q2
Estelle Zimmerman,beanie baby,Texas,543.49,Q2
Viola Watson,watermelon,Florida,8774.71,Q2
Troy Ballard,beanie baby,New York,5148.34,Q2
Roxie McCormick,watermelon,Texas,458.43,Q2
Mary Townsend,beanie baby,Florida,576.17,Q2
Stephen Baker,snake,California,6513.26,Q2
Alice McGuire,beanie baby,California,1575.71,Q2
Lola Wade,401k,New York,429.34,Q2
Rodney Day,401k,Florida,2226.06,Q2
Birdie Carter,snake,Texas,7257.84,Q2
Theresa Frazier,401k,Texas,1292.78,Q2
Virgie Walton,snake,Texas,57.85,Q2
Nettie Copeland,snake,New York,1033.92,Q2
Iva Holmes,snake,Florida,2372.82,Q2
Sophia Stephens,homeopathic remedy,New York,145.42,Q2
Ida Hale,homeopathic remedy,Massachusetts,2708.29,Q2
Jeff Jennings,snake,New York,297.36,Q2
Kenneth Hamilton,homeopathic remedy,New York,442.27,Q2
Ida Ellis,401k,Massachusetts,3011.46,Q2
Myrtle Hodges,snake,Massachusetts,59.15,Q2
Tom Massey,401k,New York,1585.30,Q2
Tillie Bryant,401k,Massachusetts,7461.56,Q2
Ivan Moore,beanie baby,Massachusetts,386.00,Q2
Abbie Jenkins,watermelon,Massachusetts,6634.84,Q2
Kenneth Hamilton,beanie baby,Massachusetts,2325.60,Q2
Theresa Frazier,homeopathic remedy,Massachusetts,567.46,Q2
Marc Bell,beanie baby,New York,1595.43,Q2
Jeanette Robertson,401k,Florida,8309.84,Q2
Lola Wade,beanie baby,California,1934.11,Q2
Myrtle Hodges,beanie baby,New York,15.84,Q2
Manuel Boyd,snake,Texas,58.42,Q2
Johnny Wagner,beanie baby,Texas,4265.04,Q2
Lola Wade,watermelon,California,7973.05,Q2
Billy Lucas,homeopathic remedy,Florida,1612.24,Q2
Roxie McCormick,watermelon,New York,6246.12,Q2
Jose Harmon,beanie baby,Florida,4076.22,Q2
Douglas Edwards,homeopathic remedy,New York,5289.60,Q2
Annie Perkins,beanie baby,Florida,5440.54,Q2
Ricky Burgess,beanie baby,Massachusetts,9433.67,Q2
Nelle Alexander,watermelon,California,8399.95,Q2
Abbie Jenkins,snake,New York,1086.49,Q2
Amelia Pope,homeopathic remedy,Texas,181.95,Q2
Johnny Wagner,snake,New York,7167.14,Q2
Annie Perkins,snake,Massachusetts,8947.32,Q2
Eleanor Patrick,beanie baby,Florida,6520.94,Q2
Cordelia Washington,watermelon,California,4620.58,Q2
Jeremiah Norton,401k,California,4426.48,Q2
Jeff Jennings,homeopathic remedy,New York,643.03,Q2
Viola Watson,snake,Massachusetts,9832.36,Q2
James Green,401k,Florida,8424.61,Q2
Lelia Bowen,401k,Massachusetts,396.48,Q2
Nannie Clarke,homeopathic remedy,New York,1910.30,Q2
Eva Carter,watermelon,Florida,278.93,Q2
Annie Perkins,homeopathic remedy,Texas,1848.44,Q2
Nettie Copeland,watermelon,New York,1818.64,Q2
Ida Hale,watermelon,Florida,68.79,Q2
Lela Harvey,beanie baby,Massachusetts,823.19,Q2
Ina Evans,homeopathic remedy,California,2887.69,Q2
Ian Miller,beanie baby,Massachusetts,41.04,Q2
Nannie Clarke,beanie baby,Florida,9.40,Q2
Bruce Berry,401k,Florida,1249.57,Q2
Billy Lucas,401k,Massachusetts,1443.68,Q2
Ivan Moore,watermelon,New York,27.18,Q2
Ivan Moore,snake,California,4791.74,Q2
Lottie Graham,401k,New York,9035.17,Q2
Richard Logan,401k,Massachusetts,36.85,Q2
Johnny Wagner,401k,California,1552.43,Q2
Lula Thompson,watermelon,California,1059.35,Q2
Elmer McLaughlin,401k,California,310.75,Q2
Isabelle Mills,401k,Massachusetts,7618.13,Q2
Lelia Bowen,watermelon,Texas,625.52,Q2
Antonio Walton,401k,Massachusetts,710.12,Q2
Estella Dawson,beanie baby,California,85.46,Q2
Marc Bell,401k,Massachusetts,9512.72,Q2
Caroline Berry,snake,California,5768.58,Q2
Alejandro Castro,homeopathic remedy,California,22.02,Q2
Roxie McCormick,snake,California,7258.61,Q2
Cordelia Washington,homeopathic remedy,Florida,4824.48,Q2
Billy Lucas,snake,Texas,1751.25,Q2
Tillie Bryant,401k,Florida,1464.36,Q2
Sally Tucker,snake,New York,737.16,Q2
May Webster,401k,Massachusetts,1106.68,Q2
Jeff Jennings,beanie baby,New York,7787.36,Q2
Samuel Yates,beanie baby,Florida,3325.65,Q2
Jose Harmon,homeopathic remedy,California,3343.72,Q2
Charlie West,401k,Texas,1085.34,Q2
Lela Harvey,homeopathic remedy,Massachusetts,7285.58,Q2
Gilbert Horton,snake,California,147.62,Q2
Eva Carter,beanie baby,Massachusetts,760.57,Q2
Myrtle Hodges,snake,Texas,685.25,Q2
Lottie Graham,401k,California,475.21,Q2
Johnny Wagner,snake,New York,4137.94,Q2
Marguerite Poole,homeopathic remedy,Texas,7847.14,Q2
Virgie Walton,401k,New York,369.09,Q2
Alice McGuire,homeopathic remedy,Massachusetts,8965.92,Q2
Sophia Stephens,401k,Florida,4563.26,Q2
Jason Park,beanie baby,Massachusetts,4909.27,Q2
Birdie Simmons,snake,California,479.93,Q2
Annie Perkins,homeopathic remedy,Texas,1448.91,Q2
Abbie Jenkins,watermelon,Florida,3434.37,Q2
Shane Estrada,watermelon,Florida,534.89,Q2
Myrtle Hodges,beanie baby,New York,5257.86,Q2
Amelia Pope,beanie baby,New York,879.57,Q2
Irene Webster,homeopathic remedy,Texas,5275.91,Q2
Jason Park,401k,Florida,3410.40,Q2
Cordelia Washington,snake,Texas,8748.92,Q2
Cordelia Washington,snake,Florida,134.25,Q2
Emma Holmes,401k,Massachusetts,3605.69,Q2
Sarah Massey,beanie baby,Florida,7236.39,Q2
Isabelle Mills,homeopathic remedy,Texas,728.82,Q2
Richard Luna,watermelon,Texas,1047.55,Q2
Richard Logan,401k,Massachusetts,4113.67,Q2
Winnie Norman,401k,New York,6460.76,Q2
Alice McGuire,401k,Texas,1317.42,Q2
Myrtle Hodges,homeopathic remedy,New York,8471.14,Q2
Estella Dawson,homeopathic remedy,New York,1121.08,Q2
Helen Kelly,snake,California,3561.88,Q2
Mamie Roy,homeopathic remedy,Florida,4.81,Q2
Ricky Burgess,watermelon,Florida,2786.66,Q2
Cordelia Washington,401k,Florida,460.82,Q2
Gilbert Horton,beanie baby,California,149.35,Q2
Maude Hoffman,watermelon,New York,8644.19,Q2
Nannie Clarke,beanie baby,Massachusetts,678.70,Q2
Birdie Simmons,homeopathic remedy,Massachusetts,4215.10,Q2
May Webster,401k,Texas,2776.72,Q2
Johnny Wagner,snake,Texas,691.16,Q2
Samuel Yates,401k,Massachusetts,9544.27,Q2
Ida Hale,beanie baby,New York,9501.03,Q2
Antonio Walton,beanie baby,Massachusetts,9876.06,Q2
May Webster,snake,Massachusetts,8185.59,Q2
Kenneth Hamilton,watermelon,Florida,91.07,Q2
Richard Luna,beanie baby,Texas,9589.15,Q2
Jose Harmon,watermelon,California,2851.47,Q2
Mae Summers,watermelon,Texas,1941.43,Q2
Nelle Alexander,watermelon,New York,7404.60,Q2
Manuel Boyd,snake,California,5036.37,Q2
Genevieve Thornton,watermelon,Texas,1187.33,Q2
Amelia Pope,snake,Texas,3173.05,Q2
Edgar Wilkins,snake,California,97.75,Q2
Annie Perkins,watermelon,California,6079.18,Q2
Cody Duncan,401k,New York,3031.15,Q2
Winnie Norman,beanie baby,Florida,7773.14,Q2
Charlotte Bryan,401k,New York,6774.34,Q2
Tillie Bryant,401k,Massachusetts,8607.00,Q2
Mae Summers,watermelon,California,3112.77,Q2
Cody Duncan,homeopathic remedy,Texas,333.29,Q2
Bruce Berry,snake,California,71.55,Q2
Abbie Jenkins,beanie baby,New York,6550.79,Q2
Mamie Roy,beanie baby,California,290.54,Q2
Eleanor Patrick,watermelon,Texas,6277.07,Q2
Josephine Bowen,homeopathic remedy,California,1088.60,Q2
Roxie McCormick,beanie baby,Florida,1384.95,Q2
Emma Holmes,snake,California,7978.88,Q2
Irene Webster,homeopathic remedy,New York,9927.24,Q2
Sally Tucker,snake,California,7091.04,Q2
Sally Tucker,beanie baby,Florida,2660.29,Q2
Samuel Yates,snake,Texas,5734.16,Q2
Irene Webster,homeopathic remedy,Massachusetts,663.29,Q2
Nora Gray,snake,Florida,653.90,Q2
Jose Harmon,snake,California,2259.30,Q2
Cordelia Washington,401k,New York,2976.16,Q2
Billy Lucas,watermelon,Massachusetts,4468.27,Q2
Ida Hale,beanie baby,California,6661.70,Q2
Henrietta Wood,homeopathic remedy,Florida,0.01,Q2
Helen Kelly,snake,Texas,2409.58,Q2
Bruce Berry,401k,Texas,2282.62,Q2
Luis Gilbert,watermelon,Texas,2620.19,Q2
Gary Griffith,beanie baby,Texas,80.64,Q2
Jeanette Robertson,watermelon,New York,31.82,Q2
Rodney Day,watermelon,Florida,1179.47,Q2
Sally Tucker,watermelon,New York,10.94,Q2
Irene Webster,watermelon,California,179.81,Q2
Johnny Wagner,401k,California,911.98,Q2
Mae Summers,snake,New York,1250.48,Q2
Chris Atkins,beanie baby,Florida,347.62,Q2
Jeanette Robertson,watermelon,Massachusetts,4417.54,Q2
Mark Parks,beanie baby,Florida,657.14,Q2
Jeff Jennings,homeopathic remedy,Florida,77.04,Q2
Caroline Berry,watermelon,Florida,2715.78,Q2
Nora Brooks,watermelon,Florida,16.44,Q2
Helen Kelly,homeopathic remedy,California,7916.73,Q2
Emma Holmes,snake,Florida,8962.60,Q2
Ina Evans,401k,New York,7168.44,Q2
Iva Holmes,homeopathic remedy,New York,8754.68,Q2
Manuel Boyd,watermelon,New York,4503.01,Q2
Sarah Massey,watermelon,New York,281.67,Q2
Nelle Alexander,homeopathic remedy,New York,5145.30,Q2
Alejandro Castro,401k,Florida,6799.81,Q2
Lottie Graham,snake,Massachusetts,8992.94,Q2
Sally Tucker,homeopathic remedy,New York,7.93,Q2
Angel Reese,snake,Florida,5785.98,Q2
Abbie Jenkins,401k,Florida,1876.86,Q2
Jeff Jennings,401k,New York,81.29,Q2
Sarah Massey,beanie baby,Florida,1503.13,Q2
Mary Townsend,homeopathic remedy,New York,5264.88,Q2
Mark Parks,401k,Florida,291.92,Q2
Jesus Hampton,snake,New York,135.01,Q2
Emma Holmes,401k,Florida,9.59,Q2
Lula Thompson,homeopathic remedy,New York,9423.31,Q2
Jesus Hampton,401k,Florida,1536.36,Q2
Tillie Bryant,beanie baby,New York,9349.47,Q2
Alice McGuire,beanie baby,Florida,4.43,Q2
Chris Atkins,homeopathic remedy,California,2333.06,Q2
Hulda Munoz,watermelon,Massachusetts,481.81,Q2
Addie Sutton,watermelon,Florida,7846.08,Q2
Eleanor Ford,beanie baby,Massachusetts,2883.52,Q2
Jeremiah Norton,snake,Florida,8258.50,Q2
Jeremiah Norton,snake,Florida,7541.97,Q2
Cody Duncan,homeopathic remedy,California,1671.84,Q3
Tillie Bryant,watermelon,New York,1305.17,Q3
Sophia Stephens,homeopathic remedy,Florida,6007.09,Q3
Gertrude Harrington,homeopathic remedy,California,1773.15,Q3
Edgar Wilkins,beanie baby,Florida,770.02,Q3
Marc Bell,watermelon,New York,3232.04,Q3
Gertrude Harrington,snake,Texas,52.95,Q3
Birdie Simmons,beanie baby,New York,428.23,Q3
Manuel Boyd,homeopathic remedy,Florida,738.94,Q3
Tillie Bryant,401k,Florida,4286.11,Q3
Antonio Walton,401k,Texas,307.02,Q3
Nettie Copeland,snake,Florida,4343.82,Q3
Nannie Clarke,snake,New York,1078.81,Q3
Lelia Bowen,401k,New York,3205.85,Q3
Estella Dawson,401k,California,2942.06,Q3
Iva Holmes,watermelon,Florida,1365.29,Q3
Nettie Copeland,watermelon,California,1734.52,Q3
Jose Harmon,homeopathic remedy,Florida,1604.76,Q3
Jeff Jennings,beanie baby,New York,1143.11,Q3
Ivan Moore,homeopathic remedy,Florida,23.02,Q3
Lelia Graves,beanie baby,New York,882.62,Q3
Lelia Graves,homeopathic remedy,Florida,1405.10,Q3
Lottie Graham,watermelon,Massachusetts,4151.23,Q3
Jason Park,401k,California,298.73,Q3
Curtis Cannon,snake,Texas,2062.33,Q3
Marc Bell,beanie baby,Florida,888.24,Q3
Virgie Walton,homeopathic remedy,Florida,4062.73,Q3
Sally Tucker,401k,California,3541.09,Q3
Curtis Cannon,homeopathic remedy,Texas,499.49,Q3
James Green,snake,Florida,5448.90,Q3
Emma Holmes,401k,Massachusetts,98.20,Q3
Henrietta Wood,watermelon,Massachusetts,1806.39,Q3
Sophia Wilson,homeopathic remedy,Florida,6383.57,Q3
Warren Warren,snake,New York,5766.87,Q3
Jesus Hampton,snake,Massachusetts,210.17,Q3
Emma Holmes,snake,Florida,915.67,Q3
Angel Reese,homeopathic remedy,Texas,4909.16,Q3
Eva Carter,watermelon,New York,52.81,Q3
Annie Perkins,watermelon,Massachusetts,5760.58,Q3
Troy Ballard,snake,Texas,2064.30,Q3
Richard Logan,401k,New York,5285.26,Q3
Shane Estrada,beanie baby,Florida,3079.08,Q3
Shane Estrada,snake,Texas,15.22,Q3
Jeremiah Norton,snake,Florida,3989.50,Q3
Bruce Berry,401k,Texas,8971.32,Q3
Rodney Day,401k,Florida,146.68,Q3
Amelia Pope,watermelon,New York,4592.23,Q3
Curtis Cannon,snake,Massachusetts,496.60,Q3
Luis Gilbert,snake,Florida,7505.06,Q3
Jesus Hampton,401k,Florida,126.47,Q3
Charlie West,401k,Texas,3.66,Q3
Marguerite Poole,snake,New York,1564.21,Q3
Isabelle Mills,beanie baby,Massachusetts,7733.61,Q3
Edgar Wilkins,homeopathic remedy,New York,41.56,Q3
Georgie West,watermelon,Florida,389.70,Q3
Rodney Day,snake,Texas,9382.33,Q3
Jesus Hampton,watermelon,Texas,428.52,Q3
Abbie Jenkins,401k,New York,875.37,Q3
Roxie McCormick,snake,Florida,1349.37,Q3
Charlie West,401k,New York,6941.59,Q3
Charlie West,401k,California,1301.10,Q3
Luis Gilbert,watermelon,Texas,3555.85,Q3
Hulda Munoz,watermelon,New York,4333.04,Q3
Alice McGuire,401k,Texas,5775.30,Q3
Nora Brooks,homeopathic remedy,New York,1071.92,Q3
Tom Massey,401k,Florida,6003.14,Q3
Chris Atkins,homeopathic remedy,California,5807.43,Q3
Luis Gilbert,watermelon,Florida,6385.07,Q3
Laura Morrison,watermelon,New York,470.88,Q3
Isabelle Mills,401k,California,823.37,Q3
Elmer McLaughlin,snake,Massachusetts,6393.49,Q3
Mae Summers,snake,California,60.48,Q3
Cody Duncan,401k,New York,6365.94,Q3
Jose Harmon,snake,California,278.13,Q3
Rodney Day,beanie baby,Massachusetts,2842.14,Q3
Alejandro Castro,watermelon,Massachusetts,2475.48,Q3
Maude Hoffman,401k,Florida,137.48,Q3
Elmer McLaughlin,watermelon,New York,3558.44,Q3
Stephen Baker,homeopathic remedy,Texas,5514.77,Q3
Cordelia Washington,beanie baby,Florida,2215.88,Q3
Amelia Pope,watermelon,Texas,1858.76,Q3
Ida Ellis,beanie baby,California,5743.55,Q3
Eleanor Ford,watermelon,California,2486.37,Q3
Cody Duncan,watermelon,Texas,1121.97,Q3
Annie Perkins,snake,New York,66.94,Q3
Eleanor Ford,homeopathic remedy,California,147.17,Q3
Lula Thompson,snake,New York,9268.77,Q3
Henrietta Wood,homeopathic remedy,California,2460.25,Q3
Mark Parks,homeopathic remedy,Texas,2578.10,Q3
Ida Hale,401k,New York,9126.30,Q3
Antonio Walton,beanie baby,Florida,4745.64,Q3
Antonio Walton,beanie baby,Texas,2437.24,Q3
Kenneth Hamilton,watermelon,New York,5788.20,Q3
Nannie Clarke,401k,Florida,73.84,Q3
Henrietta Wood,watermelon,Texas,0.93,Q3
May Webster,401k,Massachusetts,193.06,Q3
Lelia Graves,beanie baby,Texas,7101.17,Q3
Ida Ellis,homeopathic remedy,Florida,833.89,Q3
Jeff Jennings,snake,New York,193.40,Q3
Nettie Copeland,watermelon,Florida,7424.68,Q3
Ian Miller,homeopathic remedy,Texas,8061.99,Q3
Marguerite Poole,watermelon,Florida,7615.51,Q3
Josephine Bowen,snake,California,3907.79,Q3
Chris Atkins,snake,Florida,5999.48,Q3
Josephine Bowen,watermelon,California,4221.06,Q3
May Webster,homeopathic remedy,California,21.05,Q3
Cordelia Washington,beanie baby,New York,6228.40,Q3
Lelia Graves,watermelon,Texas,1979.45,Q3
Lela Harvey,watermelon,Texas,3512.59,Q3
Emma Holmes,watermelon,California,972.14,Q3
Richard Logan,beanie baby,Texas,2465.81,Q3
Richard Logan,watermelon,California,557.15,Q3
Ida Ellis,watermelon,Massachusetts,9891.40,Q3
Shane Estrada,homeopathic remedy,Texas,9213.27,Q3
Richard Logan,watermelon,Massachusetts,3484.17,Q3
Ida Hale,beanie baby,Florida,6997.11,Q3
Genevieve Thornton,snake,New York,3925.53,Q3
Laura Morrison,beanie baby,Florida,6809.46,Q3
Jeanette Robertson,401k,New York,7002.20,Q3
Nora Gray,401k,Massachusetts,779.10,Q3
Myrtle Hodges,401k,California,4098.69,Q3
Nora Brooks,401k,New York,9500.55,Q3
Gary Griffith,watermelon,Massachusetts,5258.99,Q3
Manuel Boyd,homeopathic remedy,New York,1755.06,Q3
Jeremiah Norton,401k,Florida,6038.17,Q3
Warren Warren,beanie baby,Florida,1911.03,Q3
Rodney Day,homeopathic remedy,Florida,3784.66,Q3
Troy Ballard,beanie baby,New York,5311.25,Q3
Johnny Wagner,401k,Texas,4666.71,Q3
Lula Thompson,401k,California,3614.89,Q3
Sally Tucker,snake,New York,2045.99,Q3
Jeanette Robertson,homeopathic remedy,Texas,492.85,Q3
Gertrude Harrington,watermelon,Massachusetts,7159.38,Q3
Lela Harvey,beanie baby,Massachusetts,574.27,Q3
Gilbert Horton,beanie baby,Massachusetts,3930.34,Q3
Lola Wade,beanie baby,Massachusetts,4500.79,Q3
Charlie West,beanie baby,Massachusetts,339.88,Q3
Jesus Hampton,beanie baby,Massachusetts,3698.99,Q3
Birdie Simmons,homeopathic remedy,California,2511.68,Q3
Ida Ellis,homeopathic remedy,Texas,7807.34,Q3
Georgie West,watermelon,New York,6369.01,Q3
Billy Lucas,snake,Texas,830.69,Q3
Sophia Wilson,watermelon,Massachusetts,4.04,Q3
Emily Gardner,beanie baby,Massachusetts,48.32,Q3
Addie Sutton,401k,Massachusetts,111.23,Q3
Douglas Edwards,homeopathic remedy,New York,4795.57,Q3
Winnie Norman,401k,Massachusetts,6014.13,Q3
Alice McGuire,401k,Massachusetts,7591.11,Q3
Sally Tucker,401k,California,7581.48,Q3
Isabella Santiago,401k,New York,4801.71,Q3
Stephen Baker,watermelon,Massachusetts,8097.83,Q3
Jeanette Robertson,401k,Florida,1065.28,Q3
Cody Duncan,watermelon,California,4.26,Q3
Jeremiah Norton,watermelon,Florida,457.61,Q3
Emily Gardner,homeopathic remedy,New York,7552.81,Q3
Charlotte Bryan,401k,Florida,7863.18,Q3
Billy Lucas,401k,Florida,2576.72,Q3
Mark Parks,401k,Texas,3652.20,Q3
Kenneth Hamilton,beanie baby,Massachusetts,7396.71,Q3
Caroline Berry,beanie baby,Texas,1073.90,Q3
Curtis Cannon,snake,Florida,1626.67,Q3
Jose Harmon,watermelon,Texas,2143.51,Q3
Georgie West,homeopathic remedy,California,583.43,Q3
Tom Massey,snake,New York,1068.14,Q3
Virgie Walton,beanie baby,New York,1235.43,Q3
Lula Thompson,beanie baby,Florida,112.07,Q3
Henrietta Wood,watermelon,Texas,1275.20,Q3
Ida Ellis,beanie baby,Florida,2326.61,Q3
Gertrude Harrington,snake,Florida,1929.49,Q3
Douglas Edwards,snake,California,8917.06,Q3
Emma Holmes,401k,New York,6526.01,Q3
Shane Estrada,401k,Florida,2767.43,Q3
Mark Parks,401k,California,1836.02,Q3
Marc Bell,watermelon,California,9445.81,Q3
Luis Gilbert,beanie baby,Texas,2113.26,Q3
Angel Reese,beanie baby,Texas,5308.65,Q3
Marc Bell,snake,Texas,824.96,Q3
Genevieve Thornton,beanie baby,Massachusetts,6838.85,Q3
Laura Morrison,watermelon,Texas,6010.52,Q3
Samuel Yates,401k,New York,3337.19,Q3
Johnny Wagner,snake,Massachusetts,1837.90,Q3
Estelle Zimmerman,snake,New York,15.93,Q3
Chris Atkins,snake,Massachusetts,842.38,Q3
Chris Atkins,homeopathic remedy,New York,4210.13,Q3
